0, 0, Header, 0, 1, 480
1, 0, Start_track
1, 0, Channel_prefix, 0
1, 0, Title_t, "Inst 1"
1, 0, Instrument_name_t, "MIDI"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, SMPTE_offset, 33, 0, 0, 0, 0
1, 0, Tempo, 631579
1, 0, Note_on_c, 0, 50, 98
1, 1920, Note_off_c, 0, 50, 64
1, 1920, Note_on_c, 0, 57, 98
1, 2880, Note_off_c, 0, 57, 64
1, 2880, Note_on_c, 0, 58, 98
1, 3840, Note_off_c, 0, 58, 64
1, 3840, Note_on_c, 0, 46, 98
1, 5760, Note_off_c, 0, 46, 64
1, 5760, Note_on_c, 0, 48, 98
1, 7560, Note_off_c, 0, 48, 64
1, 7680, Note_on_c, 0, 50, 98
1, 8520, Note_off_c, 0, 50, 64
1, 8640, Note_on_c, 0, 50, 98
1, 9480, Note_off_c, 0, 50, 64
1, 9600, Note_on_c, 0, 57, 98
1, 10500, Note_off_c, 0, 57, 64
1, 10560, Note_on_c, 0, 58, 98
1, 11440, Note_off_c, 0, 58, 64
1, 11520, Note_on_c, 0, 46, 98
1, 11960, Note_off_c, 0, 46, 64
1, 12000, Note_on_c, 0, 46, 98
1, 12462, Note_off_c, 0, 46, 64
1, 12480, Note_on_c, 0, 46, 98
1, 12931, Note_off_c, 0, 46, 64
1, 12960, Note_on_c, 0, 46, 98
1, 13422, Note_off_c, 0, 46, 64
1, 13440, Note_on_c, 0, 48, 98
1, 13860, Note_off_c, 0, 48, 64
1, 13920, Note_on_c, 0, 48, 98
1, 14340, Note_off_c, 0, 48, 64
1, 14400, Note_on_c, 0, 48, 98
1, 14569, Note_off_c, 0, 48, 64
1, 14640, Note_on_c, 0, 48, 98
1, 14800, Note_off_c, 0, 48, 64
1, 14880, Note_on_c, 0, 48, 98
1, 15048, Note_off_c, 0, 48, 64
1, 15120, Note_on_c, 0, 48, 98
1, 15288, Note_off_c, 0, 48, 64
1, 15360, Note_on_c, 0, 50, 98
1, 15532, Note_off_c, 0, 50, 64
1, 15600, Note_on_c, 0, 50, 98
1, 15762, Note_off_c, 0, 50, 64
1, 15840, Note_on_c, 0, 50, 98
