track,time,channel_event,channel_num,midi_note,velocity,ignore
0, 0, Header, 0, 1, 384
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 1090909
1, 0, Title_t, "Elec. Piano (Classic)"
1, 0, Program_c, 0, 0
1, 0, Note_on_c, 0, 52, 50
1, 96, Note_off_c, 0, 52, 0
1, 96, Note_on_c, 0, 50, 50
1, 192, Note_off_c, 0, 50, 0
1, 192, Note_on_c, 0, 48, 50
1, 288, Note_off_c, 0, 48, 0
1, 288, Note_on_c, 0, 50, 50
1, 384, Note_off_c, 0, 50, 0
1, 384, Note_on_c, 0, 52, 50
1, 480, Note_off_c, 0, 52, 0
1, 480, Note_on_c, 0, 52, 50
1, 576, Note_off_c, 0, 52, 0
1, 576, Note_on_c, 0, 52, 50
1, 672, Note_off_c, 0, 52, 0
1, 768, Note_on_c, 0, 50, 50
1, 864, Note_off_c, 0, 50, 0
1, 864, Note_on_c, 0, 50, 50
1, 960, Note_off_c, 0, 50, 0
1, 960, Note_on_c, 0, 50, 50
1, 1056, Note_off_c, 0, 50, 0
1, 1152, Note_on_c, 0, 52, 50
1, 1248, Note_off_c, 0, 52, 0
1, 1248, Note_on_c, 0, 55, 50
1, 1344, Note_off_c, 0, 55, 0
1, 1344, Note_on_c, 0, 55, 50
1, 1440, Note_off_c, 0, 55, 0
1, 1536, Note_on_c, 0, 52, 50
1, 1632, Note_off_c, 0, 52, 0
1, 1632, Note_on_c, 0, 50, 50
1, 1728, Note_off_c, 0, 50, 0
1, 1728, Note_on_c, 0, 48, 50
1, 1824, Note_off_c, 0, 48, 0
1, 1824, Note_on_c, 0, 50, 50
1, 1920, Note_off_c, 0, 50, 0
1, 1920, Note_on_c, 0, 52, 50
1, 2016, Note_off_c, 0, 52, 0
1, 2016, Note_on_c, 0, 52, 50
1, 2112, Note_off_c, 0, 52, 0
1, 2112, Note_on_c, 0, 52, 50
1, 2208, Note_off_c, 0, 52, 0
1, 2304, Note_on_c, 0, 50, 50
1, 2400, Note_off_c, 0, 50, 0
1, 2400, Note_on_c, 0, 50, 50
1, 2496, Note_off_c, 0, 50, 0
1, 2496, Note_on_c, 0, 52, 50
1, 2592, Note_off_c, 0, 52, 0
1, 2592, Note_on_c, 0, 50, 50
1, 2688, Note_off_c, 0, 50, 0
1, 2688, Note_on_c, 0, 48, 50
1, 2784, Note_off_c, 0, 48, 0
1, 2784, End_track
0, 0, End_of_file

